congress,congress_1,chamber,rollnumber
79,79,House,4
79,79,House,5
79,79,Senate,9
79,79,Senate,13
79,79,House,17
79,79,Senate,22
79,79,Senate,23
79,79,House,31
79,79,House,47
79,79,Senate,58
79,79,Senate,59
79,79,Senate,60
79,79,Senate,61
79,79,Senate,63
79,79,Senate,65
79,79,Senate,66
79,79.5,Senate,93
79,79.5,House,94
79,79.5,Senate,94
79,79.5,House,96
79,79.5,Senate,98
79,79.5,Senate,99
79,79.5,House,100
79,79.5,Senate,100
79,79.5,Senate,141
79,79.5,Senate,145
79,79.5,Senate,147
79,79.5,House,155
79,79.5,House,162
79,79.5,House,176
79,79.5,House,178
79,79.5,House,195
79,79.5,House,203
79,79.5,House,204
80,80,House,32
80,80,House,34
80,80,House,37
80,80,House,38
80,80,Senate,38
80,80,Senate,39
80,80,Senate,40
80,80,House,50
80,80,House,51
80,80,Senate,57
80,80,Senate,58
80,80,House,82
80,80,House,109
80,80,House,112
80,80,Senate,118
80,80,Senate,119
80,80,Senate,131
80,80,Senate,132
80,80,Senate,133
80,80,House,137
80,80,Senate,145
80,80,House,147
80,80,Senate,149
80,80,House,153
80,80,Senate,153
80,80,House,154
80,80,House,158
80,80,House,159
80,80,Senate,183
80,80,Senate,198
80,80,Senate,210
80,80,Senate,212
80,80,Senate,216
80,80,Senate,218
80,80,Senate,228
81,81,House,7
81,81,Senate,12
81,81,Senate,39
81,81,Senate,40
81,81,House,43
81,81,Senate,44
81,81,Senate,53
81,81,Senate,55
81,81,House,98
81,81,House,105
81,81,House,123
81,81,Senate,127
81,81,Senate,128
81,81,Senate,130
81,81,House,131
81,81,Senate,152
81,81,Senate,155
81,81,House,190
81,81,Senate,191
81,81,Senate,195
81,81,House,196
81,81,Senate,196
81,81,Senate,198
81,81,House,201
81,81,House,208
81,81,House,214
81,81,Senate,221
81,81,House,248
81,81,House,269
81,81,Senate,316
81,81,Senate,317
81,81,Senate,318
81,81,Senate,328
81,81,Senate,361
81,81,Senate,364
81,81,Senate,366
81,81,Senate,408
81,81,Senate,410
81,81,Senate,413
81,81,Senate,448
81,81,Senate,449
82,82,House,4
82,82,Senate,19
82,82,House,30
82,82,House,35
82,82,House,37
82,82,Senate,46
82,82,Senate,47
82,82,Senate,48
82,82,House,85
82,82,House,88
82,82,Senate,88
82,82,House,99
82,82,House,100
82,82,Senate,132
82,82,House,138
82,82,Senate,139
82,82,Senate,141
82,82,Senate,142
82,82,Senate,150
82,82,House,153
82,82,House,155
82,82,House,156
82,82,Senate,191
82,82,Senate,198
82,82,Senate,239
82,82,Senate,268
82,82,Senate,305
82,82,Senate,306
82,82,Senate,307
83,83,House,38
83,83,House,43
83,83,House,50
83,83,House,51
83,83,Senate,54
83,83,Senate,55
83,83,Senate,56
83,83,House,66
83,83,House,67
83,83,House,72
83,83,Senate,76
83,83,Senate,83
83,83,Senate,84
83,83,Senate,85
83,83,Senate,86
83,83,Senate,87
83,83,Senate,88
83,83,Senate,89
83,83,House,90
83,83,Senate,97
83,83,House,99
83,83,House,107
83,83,House,109
83,83,House,117
83,83,House,141
83,83,House,144
83,83,Senate,163
83,83,Senate,166
83,83,Senate,168
83,83,Senate,208
83,83,Senate,218
83,83,Senate,219
83,83,Senate,243
84,84,House,2
84,84,Senate,5
84,84,Senate,6
84,84,Senate,7
84,84,Senate,8
84,84,Senate,9
84,84,House,14
84,84,House,15
84,84,Senate,27
84,84,Senate,28
84,84,House,34
84,84,Senate,35
84,84,Senate,44
84,84,Senate,45
84,84,House,47
84,84,Senate,47
84,84,Senate,48
84,84,Senate,49
84,84,Senate,50
84,84,Senate,52
84,84,House,54
84,84,House,55
84,84,House,57
84,84,Senate,57
84,84,Senate,58
84,84,House,59
84,84,House,60
84,84,Senate,60
84,84,Senate,68
84,84,Senate,69
84,84,Senate,71
84,84,Senate,72
84,84,Senate,73
84,84,Senate,75
84,84,Senate,76
84,84,Senate,77
84,84,House,79
84,84,Senate,81
84,84,Senate,88
84,84,House,91
84,84,Senate,97
84,84,House,101
84,84,House,108
84,84,House,128
84,84,Senate,138
84,84,Senate,172
84,84,Senate,173
84,84,Senate,174
84,84,Senate,176
84,84,Senate,177
84,84,Senate,178
84,84,Senate,180
84,84,Senate,181
84,84,Senate,182
84,84,Senate,183
84,84,Senate,184
84,84,Senate,189
84,84,Senate,190
84,84,Senate,203
84,84,Senate,204
84,84,Senate,205
84,84,Senate,206
84,84,Senate,207
84,84,Senate,208
84,84,Senate,210
84,84,Senate,211
84,84,Senate,212
85,85,House,3
85,85,House,28
85,85,House,30
85,85,House,38
85,85,House,39
85,85,House,53
85,85,House,54
85,85,House,65
85,85,House,70
85,85,House,79
85,85,House,81
85,85,House,82
85,85,House,100
85,85,House,101
85,85,House,104
85,85,House,112
85,85,House,117
85,85,House,118
85,85,House,131
85,85,House,138
85,85,House,139
85,85,House,146
85,85,House,151
85,85,House,155
85,85,House,156
85,85,House,158
85,85,House,170
85,85,House,189
85,85,House,192
86,86,House,4
86,86,House,13
86,86,House,15
86,86,House,28
86,86,House,53
86,86,House,55
86,86,House,63
86,86,House,86
86,86,House,97
86,86,House,127
86,86,House,148
86,86,House,159
86,86,House,161
86,86,House,179
87,87,House,21
87,87,House,29
87,87,House,30
87,87,House,32
87,87,House,43
87,87,House,63
87,87,House,68
87,87,House,74
87,87,House,75
87,87,House,87
87,87,House,92
87,87,House,107
87,87,House,108
87,87,House,113
87,87,House,116
87,87,House,132
87,87,House,138
87,87,House,141
87,87,House,147
87,87,House,163
87,87,House,173
87,87,House,181
87,87,House,200
87,87,House,215
87,87,House,218
87,87,House,232
87,87,House,234
88,88,House,6
88,88,House,8
88,88,House,61
88,88,House,62
88,88,House,73
88,88,House,95
88,88,House,100
88,88,House,110
88,88,House,130
88,88,House,132
88,88,House,134
88,88,House,164
88,88,House,170
88,88,House,171
88,88,House,180
88,88,House,197
89,89,House,11
89,89,House,39
89,89,House,40
89,89,House,55
89,89,House,56
89,89,House,100
89,89,House,120
89,89,House,129
89,89,House,157
89,89,House,160
89,89,House,163
89,89,House,182
89,89,House,183
89,89,House,186
89,89,House,213
89,89,House,214
89,89,House,215
89,89,House,216
89,89,House,222
89,89,House,265
89,89,House,272
89,89,House,273
89,89,House,283
89,89,House,284
89,89,House,285
89,89,House,286
89,89,House,294
89,89,House,311
89,89,House,323
89,89,House,336
89,89,House,339
89,89,House,340
89,89,House,342
89,89,House,363
89,89,House,364
89,89,House,365
89,89,House,367
89,89,House,372
89,89,House,375
90,90,House,17
90,90,House,19
90,90,House,22
90,90,House,26
90,90,House,30
90,90,House,51
90,90,House,74
90,90,House,101
90,90,House,102
90,90,House,105
90,90,House,119
90,90,House,121
90,90,House,148
90,90,House,150
90,90,House,152
90,90,House,178
90,90,House,201
90,90,House,202
90,90,House,209
90,90,House,210
90,90,House,242
90,90,House,268
90,90,House,269
90,90,House,274
90,90,House,300
90,90,House,317
90,90,House,349
90,90,House,350
90,90,House,375
90,90,House,389
90,90,House,390
90,90,House,419
90,90,House,442
90,90,House,444
90,90,House,445
90,90,House,476
90,90,House,478
85,85,Senate,6
85,85,Senate,7
85,85,Senate,8
85,85,Senate,9
85,85,Senate,10
85,85,Senate,47
85,85,Senate,48
85,85,Senate,49
85,85,Senate,50
85,85,Senate,51
85,85,Senate,52
85,85,Senate,53
85,85,Senate,54
85,85,Senate,55
85,85,Senate,56
85,85,Senate,64
85,85,Senate,65
85,85,Senate,100
85,85,Senate,101
85,85,Senate,108
85,85,Senate,138
85,85,Senate,140
85,85,Senate,170
85,85,Senate,183
85,85,Senate,184
85,85,Senate,187
85,85,Senate,188
85,85,Senate,189
85,85,Senate,190
85,85,Senate,191
85,85,Senate,241
85,85,Senate,242
85,85,Senate,244
85,85,Senate,246
85,85,Senate,259
85,85,Senate,261
85,85,Senate,302
85,85,Senate,303
86,86,House,42
86,86,House,56
86,86,House,94
86,86,House,107
86,86,House,124
86,86,House,149
86,86,House,180
86,86,Senate,19
86,86,Senate,84
86,86,Senate,62
86,86,Senate,88
86,86,Senate,89
86,86,Senate,104
86,86,Senate,106
86,86,Senate,107
86,86,Senate,108
86,86,Senate,109
86,86,Senate,110
86,86,Senate,112
86,86,Senate,113
86,86,Senate,114
86,86,Senate,115
86,86,Senate,116
86,86,Senate,118
86,86,Senate,122
86,86,Senate,124
86,86,Senate,126
86,86,Senate,127
86,86,Senate,131
86,86,Senate,142
86,86,Senate,178
86,86,Senate,189
86,86,Senate,201
86,86,Senate,210
86,86,Senate,211
86,86,Senate,212
86,86,Senate,215
86,86,Senate,223
86,86,Senate,294
86,86,Senate,295
86,86,Senate,296
86,86,Senate,299
86,86,Senate,300
86,86,Senate,301
86,86,Senate,305
86,86,Senate,307
86,86,Senate,339
86,86,Senate,367
86,86,Senate,374
86,86,Senate,390
86,86,Senate,396
86,86,Senate,404
86,86,Senate,405
86,86,Senate,410
86,86,Senate,413
87,87,House,10
87,87,House,31
87,87,House,42
87,87,House,50
87,87,House,62
87,87,House,64
87,87,House,86
87,87,House,88
87,87,House,89
87,87,House,99
87,87,House,115
87,87,House,171
87,87,House,199
87,87,House,211
87,87,House,212
87,87,House,165
87,87,House,166
87,87,Senate,13
87,87,Senate,35
87,87,Senate,36
87,87,Senate,37
87,87,Senate,88
87,87,Senate,96
87,87,Senate,106
87,87,Senate,107
87,87,Senate,108
87,87,Senate,126
87,87,Senate,130
87,87,Senate,133
87,87,Senate,134
87,87,Senate,135
87,87,Senate,136
87,87,Senate,137
87,87,Senate,138
87,87,Senate,139
87,87,Senate,140
87,87,Senate,141
87,87,Senate,142
87,87,Senate,145
87,87,Senate,146
87,87,Senate,147
87,87,Senate,150
87,87,Senate,151
87,87,Senate,156
87,87,Senate,167
87,87,Senate,189
87,87,Senate,190
87,87,Senate,203
87,87,Senate,228
87,87,Senate,229
87,87,Senate,230
87,87,Senate,232
87,87,Senate,235
87,87,Senate,265
87,87,Senate,266
87,87,Senate,267
87,87,Senate,268
87,87,Senate,269
87,87,Senate,279
87,87,Senate,291
87,87,Senate,381
87,87,Senate,384
87,87,Senate,385
87,87,Senate,386
87,87,Senate,387
87,87,Senate,389
87,87,Senate,390
87,87,Senate,391
87,87,Senate,392
87,87,Senate,395
87,87,Senate,414
87,87,Senate,415
87,87,Senate,416
87,87,Senate,418
87,87,Senate,419
87,87,Senate,420
87,87,Senate,421
87,87,Senate,422
87,87,Senate,423
87,87,Senate,55
88,88,House,9
88,88,House,10
88,88,House,21
88,88,House,41
88,88,House,70
88,88,House,83
88,88,House,93
88,88,House,111
88,88,House,112
88,88,House,156
88,88,House,159
88,88,House,179
88,88,House,181
88,88,House,195
88,88,House,205
88,88,Senate,34
88,88,Senate,35
88,88,Senate,41
88,88,Senate,61
88,88,Senate,75
88,88,Senate,77
88,88,Senate,127
88,88,Senate,128
88,88,Senate,129
88,88,Senate,130
88,88,Senate,132
88,88,Senate,133
88,88,Senate,134
88,88,Senate,135
88,88,Senate,137
88,88,Senate,138
88,88,Senate,162
88,88,Senate,163
88,88,Senate,164
88,88,Senate,165
88,88,Senate,166
88,88,Senate,168
88,88,Senate,169
88,88,Senate,171
88,88,Senate,173
88,88,Senate,176
88,88,Senate,177
88,88,Senate,179
88,88,Senate,180
88,88,Senate,181
88,88,Senate,182
88,88,Senate,183
88,88,Senate,185
88,88,Senate,188
88,88,Senate,190
88,88,Senate,197
88,88,Senate,203
88,88,Senate,213
88,88,Senate,217
88,88,Senate,220
88,88,Senate,221
88,88,Senate,222
88,88,Senate,223
88,88,Senate,226
88,88,Senate,228
88,88,Senate,231
88,88,Senate,232
88,88,Senate,269
88,88,Senate,270
88,88,Senate,284
88,88,Senate,423
88,88,Senate,465
88,88,Senate,466
88,88,Senate,468
88,88,Senate,481
88,88,Senate,484
88,88,Senate,487
88,88,Senate,488
88,88,Senate,490
88,88,Senate,491
88,88,Senate,492
88,88,Senate,494
88,88,Senate,495
88,88,Senate,502
88,88,Senate,527
89,89,House,9
89,89,House,10
89,89,House,36
89,89,House,47
89,89,House,48
89,89,House,76
89,89,House,93
89,89,House,110
89,89,House,133
89,89,House,136
89,89,House,208
89,89,House,265
89,89,House,275
89,89,House,343
89,89,House,382
89,89,Senate,10
89,89,Senate,19
89,89,Senate,20
89,89,Senate,23
89,89,Senate,24
89,89,Senate,25
89,89,Senate,29
89,89,Senate,36
89,89,Senate,58
89,89,Senate,85
89,89,Senate,86
89,89,Senate,87
89,89,Senate,88
89,89,Senate,90
89,89,Senate,91
89,89,Senate,92
89,89,Senate,93
89,89,Senate,95
89,89,Senate,97
89,89,Senate,98
89,89,Senate,99
89,89,Senate,102
89,89,Senate,103
89,89,Senate,104
89,89,Senate,105
89,89,Senate,106
89,89,Senate,107
89,89,Senate,108
89,89,Senate,109
89,89,Senate,110
89,89,Senate,133
89,89,Senate,180
89,89,Senate,181
89,89,Senate,201
89,89,Senate,204
89,89,Senate,233
89,89,Senate,234
89,89,Senate,235
89,89,Senate,236
89,89,Senate,237
89,89,Senate,238
89,89,Senate,239
89,89,Senate,240
89,89,Senate,261
89,89,Senate,262
89,89,Senate,272
89,89,Senate,281
89,89,Senate,286
89,89,Senate,300
89,89,Senate,349
89,89,Senate,354
89,89,Senate,359
89,89,Senate,361
89,89,Senate,363
89,89,Senate,364
89,89,Senate,366
89,89,Senate,367
89,89,Senate,368
89,89,Senate,369
89,89,Senate,371
89,89,Senate,372
89,89,Senate,373
89,89,Senate,374
89,89,Senate,375
89,89,Senate,376
89,89,Senate,377
89,89,Senate,418
89,89,Senate,420
89,89,Senate,422
89,89,Senate,439
89,89,Senate,440
89,89,Senate,442
89,89,Senate,444
89,89,Senate,471
90,90,House,31
90,90,House,126
90,90,House,184
90,90,House,311
90,90,House,391
90,90,House,422
90,90,Senate,23
90,90,Senate,26
90,90,Senate,44
90,90,Senate,45
90,90,Senate,46
90,90,Senate,47
90,90,Senate,48
90,90,Senate,49
90,90,Senate,50
90,90,Senate,51
90,90,Senate,52
90,90,Senate,60
90,90,Senate,66
90,90,Senate,72
90,90,Senate,79
90,90,Senate,85
90,90,Senate,86
90,90,Senate,87
90,90,Senate,88
90,90,Senate,89
90,90,Senate,90
90,90,Senate,91
90,90,Senate,92
90,90,Senate,105
90,90,Senate,106
90,90,Senate,148
90,90,Senate,149
90,90,Senate,150
90,90,Senate,151
90,90,Senate,154
90,90,Senate,155
90,90,Senate,158
90,90,Senate,159
90,90,Senate,161
90,90,Senate,162
90,90,Senate,163
90,90,Senate,164
90,90,Senate,165
90,90,Senate,166
90,90,Senate,169
90,90,Senate,171
90,90,Senate,172
90,90,Senate,174
90,90,Senate,175
90,90,Senate,177
90,90,Senate,188
90,90,Senate,201
90,90,Senate,237
90,90,Senate,251
90,90,Senate,289
90,90,Senate,296
90,90,Senate,299
90,90,Senate,354
90,90,Senate,380
90,90,Senate,387
90,90,Senate,388
90,90,Senate,389
90,90,Senate,390
90,90,Senate,395
90,90,Senate,396
90,90,Senate,397
90,90,Senate,399
90,90,Senate,400
90,90,Senate,401
90,90,Senate,402
90,90,Senate,464
90,90,Senate,469
90,90,Senate,470
90,90,Senate,472
90,90,Senate,473
90,90,Senate,475
90,90,Senate,477
90,90,Senate,478
90,90,Senate,528
90,90,Senate,529
90,90,Senate,530
90,90,Senate,531
90,90,Senate,534
90,90,Senate,536
90,90,Senate,537
90,90,Senate,538
90,90,Senate,572
90,90,Senate,573
90,90,Senate,574
90,90,Senate,575
90,90,Senate,576
90,90,Senate,577
90,90,Senate,581
90,90,Senate,584
90,90,Senate,588
79,79,House,14
79,79,House,18
79,79,House,34
79,79,House,46
79,79,House,49
79,79,House,50
79,79.5,House,73
79,79.5,House,127
79,79.5,House,139
79,79.5,House,159
80,80,House,134
91,91,House,11
91,91,House,12
91,91,House,16
91,91,House,22
91,91,House,70
91,91,House,78
91,91,House,79
91,91,House,92
91,91,House,93
91,91,House,118
91,91,House,126
91,91,House,128
91,91,House,135
91,91,House,136
91,91,House,145
91,91,House,146
91,91,House,147
91,91,House,148
91,91,House,171
91,91,House,210
91,91,House,229
91,91,House,223
91,91,House,233
91,91,House,242
91,91,House,248
91,91,House,261
91,91,House,269
91,91,House,288
91,91,House,289
91,91,House,293
91,91,House,294
91,91,House,302
91,91,House,368
91,91,House,369
91,91,House,376
91,91,House,400
91,91,House,426
91,91,House,427
91,91,House,428
91,91,Senate,10
91,91,Senate,11
91,91,Senate,12
91,91,Senate,13
91,91,Senate,14
91,91,Senate,15
91,91,Senate,16
91,91,Senate,22
91,91,Senate,26
91,91,Senate,38
91,91,Senate,41
91,91,Senate,42
91,91,Senate,53
91,91,Senate,67
91,91,Senate,69
91,91,Senate,72
91,91,Senate,74
91,91,Senate,76
91,91,Senate,78
91,91,Senate,80
91,91,Senate,81
91,91,Senate,83
91,91,Senate,110
91,91,Senate,117
91,91,Senate,118
91,91,Senate,129
91,91,Senate,167
91,91,Senate,201
91,91,Senate,202
91,91,Senate,203
91,91,Senate,204
91,91,Senate,205
91,91,Senate,209
91,91,Senate,210
91,91,Senate,217
91,91,Senate,228
91,91,Senate,229
91,91,Senate,230
91,91,Senate,243
91,91,Senate,309
91,91,Senate,343
91,91,Senate,344
91,91,Senate,363
91,91,Senate,371
91,91,Senate,373
91,91,Senate,379
91,91,Senate,380
91,91,Senate,381
91,91,Senate,383
91,91,Senate,384
91,91,Senate,386
91,91,Senate,387
91,91,Senate,389
91,91,Senate,390
91,91,Senate,391
91,91,Senate,398
91,91,Senate,411
91,91,Senate,412
91,91,Senate,413
91,91,Senate,420
91,91,Senate,425
91,91,Senate,426
91,91,Senate,467
91,91,Senate,468
91,91,Senate,482
91,91,Senate,483
91,91,Senate,485
91,91,Senate,487
91,91,Senate,493
91,91,Senate,495
91,91,Senate,496
91,91,Senate,497
91,91,Senate,498
91,91,Senate,499
91,91,Senate,501
91,91,Senate,503
91,91,Senate,504
91,91,Senate,507
91,91,Senate,554
91,91,Senate,556
91,91,Senate,557
91,91,Senate,614
91,91,Senate,629
91,91,Senate,642
91,91,Senate,643
91,91,Senate,649
91,91,Senate,666
91,91,House,79
91,91,House,90
91,91,House,91
91,91,House,118
91,91,House,126
91,91,House,128
91,91,House,344
91,91,House,365
92,92,Senate,3
92,92,Senate,32
92,92,Senate,48
92,92,Senate,49
92,92,Senate,50
92,92,Senate,51
92,92,Senate,52
92,92,Senate,53
92,92,Senate,61
92,92,Senate,62
92,92,Senate,64
92,92,Senate,67
92,92,Senate,68
92,92,Senate,69
92,92,Senate,73
92,92,Senate,74
92,92,Senate,75
92,92,Senate,76
92,92,Senate,78
92,92,Senate,83
92,92,Senate,82
92,92,Senate,84
92,92,Senate,87
92,92,Senate,89
92,92,Senate,90
92,92,Senate,96
92,92,Senate,100
92,92,Senate,101
92,92,Senate,107
92,92,Senate,108
92,92,Senate,109
92,92,Senate,111
92,92,Senate,113
92,92,Senate,119
92,92,Senate,152
92,92,Senate,173
92,92,Senate,174
92,92,Senate,175
92,92,Senate,200
92,92,Senate,202
92,92,Senate,203
92,92,Senate,206
92,92,Senate,207
92,92,Senate,208
92,92,Senate,210
92,92,Senate,213
92,92,Senate,214
92,92,Senate,215
92,92,Senate,216
92,92,Senate,217
92,92,Senate,218
92,92,Senate,219
92,92,Senate,225
92,92,Senate,226
92,92,Senate,228
92,92,Senate,229
92,92,Senate,232
92,92,Senate,238
92,92,Senate,239
92,92,Senate,240
92,92,Senate,241
92,92,Senate,242
92,92,Senate,243
92,92,Senate,244
92,92,Senate,247
92,92,Senate,250
92,92,Senate,251
92,92,Senate,252
92,92,Senate,253
92,92,Senate,254
92,92,Senate,255
92,92,Senate,256
92,92,Senate,262
92,92,Senate,271
92,92,Senate,272
92,92,Senate,273
92,92,Senate,274
92,92,Senate,275
92,92,Senate,276
92,92,Senate,277
92,92,Senate,278
92,92,Senate,279
92,92,Senate,310
92,92,Senate,360
92,92,Senate,361
92,92,Senate,362
92,92,Senate,363
92,92,Senate,364
92,92,Senate,365
92,92,Senate,445
92,92,Senate,446
92,92,Senate,450
92,92,Senate,453
92,92,Senate,460
92,92,Senate,539
92,92,Senate,547
92,92,Senate,552
92,92,Senate,553
92,92,Senate,554
92,92,Senate,556
92,92,Senate,558
92,92,Senate,573
92,92,Senate,577
92,92,Senate,582
92,92,Senate,595
92,92,Senate,597
92,92,Senate,598
92,92,Senate,605
92,92,Senate,607
92,92,Senate,608
92,92,Senate,612
92,92,Senate,613
92,92,Senate,623
92,92,Senate,629
92,92,Senate,650
92,92,Senate,675
92,92,Senate,705
92,92,Senate,706
92,92,Senate,707
92,92,Senate,708
92,92,Senate,714
92,92,Senate,718
92,92,Senate,721
92,92,Senate,722
92,92,Senate,723
92,92,Senate,728
92,92,Senate,731
92,92,Senate,735
92,92,Senate,740
92,92,Senate,742
92,92,Senate,750
92,92,Senate,860
92,92,Senate,861
92,92,Senate,863
92,92,Senate,872
92,92,Senate,882
92,92,Senate,883
92,92,Senate,884
92,92,Senate,885
92,92,Senate,891
92,92,House,21
92,92,House,22
92,92,House,24
92,92,House,25
92,92,House,26
92,92,House,27
92,92,House,83
92,92,House,84
92,92,House,85
92,92,House,86
92,92,House,89
92,92,House,91
92,92,House,92
92,92,House,104
92,92,House,107
92,92,House,118
92,92,House,119
92,92,House,133
92,92,House,159
92,92,House,160
92,92,House,178
92,92,House,205
92,92,House,212
92,92,House,254
92,92,House,255
92,92,House,267
92,92,House,270
92,92,House,271
92,92,House,272
92,92,House,273
92,92,House,277
92,92,House,292
92,92,House,298
92,92,House,299
92,92,House,320
92,92,House,323
92,92,House,328
92,92,House,329
92,92,House,330
92,92,House,331
92,92,House,351
92,92,House,370
92,92,House,387
92,92,House,407
92,92,House,424
92,92,House,425
92,92,House,475
92,92,House,476
92,92,House,477
92,92,House,478
92,92,House,479
92,92,House,510
92,92,House,541
92,92,House,542
92,92,House,543
92,92,House,544
92,92,House,545
92,92,House,566
92,92,House,583
92,92,House,584
92,92,House,591
92,92,House,593
92,92,House,594
93,93,House,35
93,93,House,36
93,93,House,38
93,93,House,47
93,93,House,89
93,93,House,93
93,93,House,94
93,93,House,95
93,93,House,96
93,93,House,201
93,93,House,219
93,93,House,220
93,93,House,247
93,93,House,249
93,93,House,278
93,93,House,279
93,93,House,280
93,93,House,282
93,93,House,283
93,93,House,284
93,93,House,289
93,93,House,290
93,93,House,291
93,93,House,292
93,93,House,293
93,93,House,294
93,93,House,295
93,93,House,362
93,93,House,369
93,93,House,370
93,93,House,381
93,93,House,382
93,93,House,410
93,93,House,412
93,93,House,427
93,93,House,447
93,93,House,453
93,93,House,454
93,93,House,472
93,93,House,475
93,93,House,477
93,93,House,478
93,93,House,479
93,93,House,481
93,93,House,509
93,93,House,510
93,93,House,528
93,93,House,545
93,93,House,606
93,93,House,620
93,93,House,636
93,93,House,637
93,93,House,689
93,93,House,697
93,93,House,699
93,93,House,700
93,93,House,701
93,93,House,702
93,93,House,722
93,93,House,743
93,93,House,791
93,93,House,795
93,93,House,796
93,93,House,844
93,93,House,857
93,93,House,858
