congress,congress_1,chamber,rollnumber
98,98,Senate,333
98,98,Senate,334
98,98,Senate,344
98,98,Senate,363
98,98,Senate,389
98,98,Senate,412
98,98,Senate,413
98,98,Senate,414
98,98,Senate,415
98,98,Senate,417
98,98,Senate,418
98,98,Senate,419
98,98,Senate,420
98,98,Senate,421
98,98,Senate,422
98,98,Senate,424
98,98,Senate,425
98,98,Senate,427
98,98,Senate,485
98,98,Senate,486
98,98,Senate,487
98,98,Senate,490
98,98,Senate,498
98,98,Senate,502
98,98,Senate,503
98,98,Senate,509
98,98,Senate,511
98,98,Senate,512
98,98,Senate,513
98,98,Senate,517
98,98,Senate,519
98,98,Senate,521
98,98,Senate,522
98,98,Senate,523
98,98,Senate,527
98,98,Senate,556
98,98,Senate,586
98,98,Senate,587
98,98,Senate,595
98,98,Senate,615
98,98,Senate,637
98,98,Senate,638
98,98,Senate,639
98,98,Senate,640
98,98,Senate,641
98,98,Senate,642
98,98,Senate,649
98,98,Senate,654
98,98,Senate,659
99,99,House,13
99,99,House,34
99,99,House,36
99,99,House,39
99,99,House,42
99,99,House,56
99,99,House,58
99,99,House,61
99,99,House,62
99,99,House,98
99,99,House,100
99,99,House,109
99,99,House,110
99,99,House,124
99,99,House,130
99,99,House,136
99,99,House,140
99,99,House,141
99,99,House,142
99,99,House,143
99,99,House,150
99,99,House,151
99,99,House,152
99,99,House,153
99,99,House,155
99,99,House,156
99,99,House,157
99,99,House,159
99,99,House,160
99,99,House,161
99,99,House,162
99,99,House,163
99,99,House,164
99,99,House,178
99,99,House,183
99,99,House,184
99,99,House,185
99,99,House,189
99,99,House,190
99,99,House,191
99,99,House,192
99,99,House,193
99,99,House,195
99,99,House,198
99,99,House,199
99,99,House,202
99,99,House,204
99,99,House,213
99,99,House,249
99,99,House,261
99,99,House,325
99,99,House,326
99,99,House,327
99,99,House,341
99,99,House,342
99,99,House,343
99,99,House,376
99,99,House,377
99,99,House,399
99,99,House,412
99,99,House,413
99,99,House,418
99,99,House,465
99,99,House,466
99,99,House,468
99,99,House,497
99,99,House,510
99,99,House,513
99,99,House,523
99,99,House,538
99,99,House,541
99,99,House,543
99,99,House,567
99,99,House,602
99,99,House,603
99,99,House,605
99,99,House,609
99,99,House,617
99,99,House,618
99,99,House,619
99,99,House,620
99,99,House,621
99,99,House,650
99,99,House,657
99,99,House,696
99,99,House,704
99,99,House,719
99,99,House,720
99,99,House,724
99,99,House,725
99,99,House,726
99,99,House,727
99,99,House,728
99,99,House,731
99,99,House,732
99,99,House,733
99,99,House,734
99,99,House,735
99,99,House,736
99,99,House,737
99,99,House,739
99,99,House,743
99,99,House,748
99,99,House,749
99,99,House,750
99,99,House,751
99,99,House,753
99,99,House,754
99,99,House,766
99,99,House,776
99,99,House,777
99,99,House,790
99,99,House,795
99,99,House,799
99,99,House,829
99,99,Senate,14
99,99,Senate,17
99,99,Senate,19
99,99,Senate,20
99,99,Senate,21
99,99,Senate,29
99,99,Senate,31
99,99,Senate,76
99,99,Senate,77
99,99,Senate,78
99,99,Senate,80
99,99,Senate,81
99,99,Senate,82
99,99,Senate,85
99,99,Senate,87
99,99,Senate,89
99,99,Senate,90
99,99,Senate,93
99,99,Senate,95
99,99,Senate,96
99,99,Senate,99
99,99,Senate,100
99,99,Senate,101
99,99,Senate,102
99,99,Senate,103
99,99,Senate,104
99,99,Senate,106
99,99,Senate,107
99,99,Senate,108
99,99,Senate,109
99,99,Senate,110
99,99,Senate,111
99,99,Senate,112
99,99,Senate,113
99,99,Senate,114
99,99,Senate,115
99,99,Senate,117
99,99,Senate,118
99,99,Senate,119
99,99,Senate,120
99,99,Senate,121
99,99,Senate,122
99,99,Senate,132
99,99,Senate,143
99,99,Senate,145
99,99,Senate,146
99,99,Senate,147
99,99,Senate,149
99,99,Senate,177
99,99,Senate,214
99,99,Senate,239
99,99,Senate,250
99,99,Senate,258
99,99,Senate,261
99,99,Senate,271
99,99,Senate,287
99,99,Senate,316
99,99,Senate,339
99,99,Senate,356
99,99,Senate,359
99,99,Senate,360
99,99,Senate,369
99,99,Senate,394
99,99,Senate,395
99,99,Senate,396
99,99,Senate,397
99,99,Senate,398
99,99,Senate,400
99,99,Senate,412
99,99,Senate,427
99,99,Senate,428
99,99,Senate,429
99,99,Senate,430
99,99,Senate,431
99,99,Senate,432
99,99,Senate,463
99,99,Senate,472
99,99,Senate,473
99,99,Senate,492
99,99,Senate,519
99,99,Senate,532
99,99,Senate,533
99,99,Senate,535
99,99,Senate,541
99,99,Senate,542
99,99,Senate,544
99,99,Senate,557
99,99,Senate,558
99,99,Senate,561
99,99,Senate,563
99,99,Senate,564
99,99,Senate,565
99,99,Senate,566
99,99,Senate,570
99,99,Senate,573
99,99,Senate,577
99,99,Senate,581
99,99,Senate,582
99,99,Senate,586
99,99,Senate,588
99,99,Senate,592
99,99,Senate,593
99,99,Senate,594
99,99,Senate,595
99,99,Senate,596
99,99,Senate,597
99,99,Senate,598
99,99,Senate,600
99,99,Senate,603
99,99,Senate,604
99,99,Senate,605
99,99,Senate,606
99,99,Senate,607
99,99,Senate,608
99,99,Senate,609
99,99,Senate,610
99,99,Senate,611
99,99,Senate,612
99,99,Senate,613
99,99,Senate,617
99,99,Senate,623
99,99,Senate,625
99,99,Senate,629
99,99,Senate,630
99,99,Senate,632
99,99,Senate,633
99,99,Senate,682
99,99,Senate,690
99,99,Senate,691
99,99,Senate,692
99,99,Senate,708
99,99,Senate,709
99,99,Senate,720
100,100,House,5
100,100,House,28
100,100,House,38
100,100,House,39
100,100,House,56
100,100,House,62
100,100,House,64
100,100,House,66
100,100,House,67
100,100,House,68
100,100,House,69
100,100,House,71
100,100,House,72
100,100,House,74
100,100,House,77
100,100,House,81
100,100,House,82
100,100,House,83
100,100,House,84
100,100,House,85
100,100,House,87
100,100,House,88
100,100,House,89
100,100,House,90
100,100,House,93
100,100,House,94
100,100,House,95
100,100,House,101
100,100,House,102
100,100,House,103
100,100,House,105
100,100,House,106
100,100,House,107
100,100,House,108
100,100,House,110
100,100,House,113
100,100,House,114
100,100,House,115
100,100,House,116
100,100,House,118
100,100,House,120
100,100,House,123
100,100,House,125
100,100,House,126
100,100,House,127
100,100,House,129
100,100,House,130
100,100,House,131
100,100,House,132
100,100,House,133
100,100,House,134
100,100,House,135
100,100,House,154
100,100,House,162
100,100,House,172
100,100,House,173
100,100,House,186
100,100,House,189
100,100,House,190
100,100,House,191
100,100,House,196
100,100,House,197
100,100,House,198
100,100,House,199
100,100,House,200
100,100,House,222
100,100,House,233
100,100,House,234
100,100,House,238
100,100,House,243
100,100,House,254
100,100,House,283
100,100,House,296
100,100,House,299
100,100,House,301
100,100,House,302
100,100,House,331
100,100,House,341
100,100,House,342
100,100,House,346
100,100,House,347
100,100,House,348
100,100,House,402
100,100,House,406
100,100,House,412
100,100,House,415
100,100,House,416
100,100,House,417
100,100,House,418
100,100,House,420
100,100,House,421
100,100,House,422
100,100,House,438
100,100,House,439
100,100,House,440
100,100,House,441
100,100,House,443
100,100,House,447
100,100,House,448
100,100,House,449
100,100,House,450
100,100,House,451
100,100,House,452
100,100,House,453
100,100,House,475
100,100,House,493
100,100,House,508
100,100,House,535
100,100,House,541
100,100,House,555
100,100,House,556
100,100,House,561
100,100,House,562
100,100,House,563
100,100,House,564
100,100,House,568
100,100,House,569
100,100,House,572
100,100,House,573
100,100,House,574
100,100,House,575
100,100,House,576
100,100,House,577
100,100,House,583
100,100,House,584
100,100,House,585
100,100,House,586
100,100,House,587
100,100,House,590
100,100,House,591
100,100,House,593
100,100,House,594
100,100,House,595
100,100,House,603
100,100,House,611
100,100,House,614
100,100,House,615
100,100,House,621
100,100,House,634
100,100,House,638
100,100,House,668
100,100,House,669
100,100,House,674
100,100,House,715
100,100,House,716
100,100,House,740
100,100,House,761
100,100,House,762
100,100,House,763
100,100,House,764
100,100,House,765
100,100,House,766
100,100,House,828
100,100,House,831
100,100,House,842
100,100,House,900
100,100,House,904
100,100,House,936
100,100,Senate,1
100,100,Senate,2
100,100,Senate,5
100,100,Senate,27
100,100,Senate,30
100,100,Senate,31
100,100,Senate,36
100,100,Senate,37
100,100,Senate,38
100,100,Senate,62
100,100,Senate,63
100,100,Senate,64
100,100,Senate,112
100,100,Senate,114
100,100,Senate,118
100,100,Senate,119
100,100,Senate,135
100,100,Senate,159
100,100,Senate,161
100,100,Senate,162
100,100,Senate,163
100,100,Senate,164
100,100,Senate,165
100,100,Senate,174
100,100,Senate,175
100,100,Senate,178
100,100,Senate,179
100,100,Senate,182
100,100,Senate,189
100,100,Senate,197
100,100,Senate,198
100,100,Senate,199
100,100,Senate,204
100,100,Senate,206
100,100,Senate,208
100,100,Senate,231
100,100,Senate,241
100,100,Senate,244
100,100,Senate,245
100,100,Senate,248
100,100,Senate,250
100,100,Senate,251
100,100,Senate,253
100,100,Senate,254
100,100,Senate,257
100,100,Senate,259
100,100,Senate,260
100,100,Senate,264
100,100,Senate,266
100,100,Senate,267
100,100,Senate,268
100,100,Senate,269
100,100,Senate,270
100,100,Senate,271
100,100,Senate,280
100,100,Senate,281
100,100,Senate,283
100,100,Senate,295
100,100,Senate,298
100,100,Senate,299
100,100,Senate,300
100,100,Senate,301
100,100,Senate,302
100,100,Senate,304
100,100,Senate,308
100,100,Senate,309
100,100,Senate,310
100,100,Senate,313
100,100,Senate,317
100,100,Senate,339
100,100,Senate,341
100,100,Senate,342
100,100,Senate,344
100,100,Senate,345
100,100,Senate,347
100,100,Senate,349
100,100,Senate,398
100,100,Senate,412
100,100,Senate,413
100,100,Senate,433
100,100,Senate,437
100,100,Senate,438
100,100,Senate,452
100,100,Senate,464
100,100,Senate,467
100,100,Senate,469
100,100,Senate,471
100,100,Senate,472
100,100,Senate,494
100,100,Senate,503
100,100,Senate,504
100,100,Senate,544
100,100,Senate,545
100,100,Senate,546
100,100,Senate,548
100,100,Senate,549
100,100,Senate,550
100,100,Senate,551
100,100,Senate,553
100,100,Senate,555
100,100,Senate,557
100,100,Senate,559
100,100,Senate,561
100,100,Senate,563
100,100,Senate,564
100,100,Senate,566
100,100,Senate,586
100,100,Senate,589
100,100,Senate,602
100,100,Senate,604
100,100,Senate,621
100,100,Senate,626
100,100,Senate,651
100,100,Senate,668
100,100,Senate,681
100,100,Senate,708
100,100,Senate,713
100,100,Senate,714
100,100,Senate,716
100,100,Senate,724
100,100,Senate,725
100,100,Senate,726
100,100,Senate,728
100,100,Senate,729
100,100,Senate,732
100,100,Senate,733
100,100,Senate,744
100,100,Senate,751
100,100,Senate,760
100,100,Senate,762
100,100,Senate,784
100,100,Senate,798
101,101,Senate,40
101,101,Senate,41
101,101,Senate,42
101,101,Senate,44
101,101,Senate,62
101,101,Senate,65
101,101,Senate,66
101,101,Senate,73
101,101,Senate,78
101,101,Senate,104
101,101,Senate,120
101,101,Senate,121
101,101,Senate,122
101,101,Senate,123
101,101,Senate,124
101,101,Senate,125
101,101,Senate,126
101,101,Senate,127
101,101,Senate,129
101,101,Senate,130
101,101,Senate,132
101,101,Senate,133
101,101,Senate,134
101,101,Senate,135
101,101,Senate,136
101,101,Senate,139
101,101,Senate,140
101,101,Senate,141
101,101,Senate,142
101,101,Senate,148
101,101,Senate,150
101,101,Senate,152
101,101,Senate,153
101,101,Senate,155
101,101,Senate,157
101,101,Senate,158
101,101,Senate,161
101,101,Senate,175
101,101,Senate,180
101,101,Senate,188
101,101,Senate,190
101,101,Senate,191
101,101,Senate,192
101,101,Senate,194
101,101,Senate,203
101,101,Senate,204
101,101,Senate,206
101,101,Senate,210
101,101,Senate,214
101,101,Senate,215
101,101,Senate,217
101,101,Senate,229
101,101,Senate,246
101,101,Senate,248
101,101,Senate,250
101,101,Senate,265
101,101,Senate,266
101,101,Senate,267
101,101,Senate,279
101,101,Senate,280
101,101,Senate,296
101,101,Senate,297
101,101,Senate,300
101,101,Senate,309
101,101,Senate,310
101,101,Senate,311
101,101,Senate,312
101,101,Senate,314
101,101,Senate,326
101,101,Senate,329
101,101,Senate,338
101,101,Senate,351
101,101,Senate,354
101,101,Senate,370
101,101,Senate,372
101,101,Senate,373
101,101,Senate,410
101,101,Senate,411
101,101,Senate,412
101,101,Senate,413
101,101,Senate,491
101,101,Senate,492
101,101,Senate,493
101,101,Senate,520
101,101,Senate,521
101,101,Senate,522
101,101,Senate,523
101,101,Senate,525
101,101,Senate,531
101,101,Senate,532
101,101,Senate,535
101,101,Senate,536
101,101,Senate,537
101,101,Senate,538
101,101,Senate,539
101,101,Senate,542
101,101,Senate,551
101,101,Senate,561
101,101,Senate,562
101,101,Senate,570
101,101,Senate,583
101,101,Senate,584
101,101,Senate,585
101,101,Senate,605
101,101,Senate,607
101,101,Senate,608
101,101,Senate,609
101,101,Senate,610
101,101,Senate,611
101,101,Senate,612
101,101,Senate,618
101,101,Senate,631
101,101,House,19
101,101,House,21
101,101,House,22
101,101,House,23
101,101,House,36
101,101,House,47
101,101,House,48
101,101,House,49
101,101,House,66
101,101,House,68
101,101,House,69
101,101,House,70
101,101,House,73
101,101,House,92
101,101,House,94
101,101,House,95
101,101,House,100
101,101,House,110
101,101,House,111
101,101,House,112
101,101,House,113
101,101,House,114
101,101,House,115
101,101,House,116
101,101,House,117
101,101,House,118
101,101,House,119
101,101,House,120
101,101,House,129
101,101,House,140
101,101,House,141
101,101,House,142
101,101,House,143
101,101,House,144
101,101,House,146
101,101,House,147
101,101,House,148
101,101,House,149
101,101,House,150
101,101,House,156
101,101,House,157
101,101,House,158
101,101,House,159
101,101,House,160
101,101,House,161
101,101,House,162
101,101,House,164
101,101,House,166
101,101,House,168
101,101,House,169
101,101,House,175
101,101,House,179
101,101,House,208
101,101,House,214
101,101,House,223
101,101,House,224
101,101,House,259
101,101,House,260
101,101,House,277
101,101,House,278
101,101,House,279
101,101,House,283
101,101,House,285
101,101,House,321
101,101,House,322
101,101,House,323
101,101,House,333
101,101,House,342
101,101,House,350
101,101,House,363
101,101,House,364
101,101,House,371
101,101,House,375
101,101,House,379
101,101,House,409
101,101,House,430
101,101,House,438
101,101,House,439
101,101,House,467
101,101,House,484
101,101,House,518
101,101,House,560
101,101,House,561
101,101,House,634
101,101,House,636
101,101,House,654
101,101,House,702
101,101,House,721
101,101,House,741
101,101,House,742
101,101,House,743
101,101,House,778
101,101,House,800
101,101,House,826
101,101,House,854
76,76,House,10
76,76,House,11
76,76,House,12
76,76,House,13
76,76,House,40
76,76,House,49
76,76,House,50
76,76,House,62
76,76,House,70
76,76,House,71
76,76,House,72
76,76,House,89
76,76,House,90
76,76,House,91
76,76,House,92
76,76,House,93
76,76,House,115
76,76,House,127
76,76,House,158
76,76,House,162
76,76,House,163
76,76,House,177
76,76,House,193
76,76,House,194
76,76,House,201
76,76,House,203
76,76,House,204
76,76,House,210
76,76,House,211
76,76,House,212
76,76,House,213
76,76,House,215
76,76,House,216
76,76,Senate,6
76,76,Senate,7
76,76,Senate,15
76,76,Senate,16
76,76,Senate,17
76,76,Senate,27
76,76,Senate,36
76,76,Senate,68
76,76,Senate,95
76,76,Senate,96
76,76,Senate,97
76,76,Senate,98
76,76,Senate,99
76,76,Senate,100
76,76,Senate,101
76,76,Senate,103
76,76,Senate,104
76,76,Senate,105
76,76,Senate,106
76,76,Senate,107
76,76,Senate,108
76,76,Senate,109
76,76,Senate,110
76,76,Senate,111
76,76,Senate,112
76,76,Senate,124
76,76,Senate,125
76,76,Senate,157
76,76,Senate,158
76,76,Senate,159
76,76,Senate,160
76,76,Senate,163
76,76,Senate,164
76,76,Senate,165
76,76,Senate,166
76,76,Senate,167
76,76,Senate,169
76,76,Senate,170
76,76,Senate,177
76,76,Senate,178
76,76,Senate,189
76,76,Senate,190
76,76,Senate,191
76,76,Senate,192
76,76,Senate,193
76,76,Senate,194
76,76,Senate,199
76,76,Senate,200
76,76,Senate,203
76,76,Senate,226
76,76,Senate,227
76,76,Senate,228
76,76,Senate,230
76,76,Senate,231
76,76,Senate,233
76,76,Senate,234
76,76,Senate,235
76,76,Senate,236
76,76,Senate,237
76,76,Senate,238
76,76,Senate,239
76,76,Senate,241
76,76,Senate,242
76,76,Senate,251
77,77,House,2
77,77,House,5
77,77,House,6
77,77,House,12
77,77,House,14
77,77,House,15
77,77,House,16
77,77,House,25
77,77,House,26
77,77,House,35
77,77,House,36
77,77,House,50
77,77,House,51
77,77,House,52
77,77,House,53
77,77,House,60
77,77,House,62
77,77,House,63
77,77,House,66
77,77,House,67
77,77,House,68
77,77,House,70
77,77,House,73
77,77,House,75
77,77,House,76
77,77.5,House,77
77,77.5,House,78
77,77.5,House,79
77,77.5,House,87
77,77.5,House,88
77,77.5,House,91
77,77.5,House,95
77,77.5,House,100
77,77.5,House,101
77,77.5,House,111
77,77.5,House,115
77,77.5,House,116
77,77.5,House,117
77,77.5,House,127
77,77.5,House,129
77,77.5,House,151
77,77,Senate,2
77,77,Senate,3
77,77,Senate,4
77,77,Senate,5
77,77,Senate,6
77,77,Senate,8
77,77,Senate,10
77,77,Senate,11
77,77,Senate,12
77,77,Senate,13
77,77,Senate,14
77,77,Senate,15
77,77,Senate,16
77,77,Senate,18
77,77,Senate,19
77,77,Senate,21
77,77,Senate,31
77,77,Senate,32
77,77,Senate,42
77,77,Senate,44
77,77,Senate,55
77,77,Senate,59
77,77,Senate,60
77,77,Senate,64
77,77,Senate,65
77,77,Senate,83
77,77,Senate,84
77,77.5,Senate,85
77,77.5,Senate,87
77,77.5,Senate,88
77,77.5,Senate,89
77,77.5,Senate,97
77,77.5,Senate,98
77,77.5,Senate,114
77,77.5,Senate,122
77,77.5,Senate,128
77,77.5,Senate,138
77,77.5,Senate,139
77,77.5,Senate,140
77,77.5,Senate,177
77,77.5,Senate,179
77,77.5,Senate,181
78,78,House,8
78,78,House,11
78,78,House,12
78,78,House,20
78,78,House,37
78,78,House,39
78,78,House,43
78,78,House,56
78,78,House,78
78,78,House,82
78,78,House,93
78,78,House,94
78,78,House,95
78,78,House,113
78,78,House,115
78,78,House,117
78,78,House,123
78,78,House,125
78,78,House,126
78,78,House,134
78,78,Senate,17
78,78,Senate,18
78,78,Senate,23
78,78,Senate,39
78,78,Senate,40
78,78,Senate,41
78,78,Senate,42
78,78,Senate,43
78,78,Senate,44
78,78,Senate,71
78,78,Senate,72
78,78,Senate,93
78,78,Senate,94
78,78,Senate,95
78,78,Senate,96
78,78,Senate,100
78,78,Senate,101
78,78,Senate,117
78,78,Senate,156
78,78,Senate,162
78,78,Senate,163
78,78,Senate,164
78,78,Senate,175
75,75,House,2
75,75,House,12
75,75,House,15
75,75,House,18
75,75,House,19
75,75,House,60
75,75,House,75
75,75,House,98
75,75,House,106
75,75,House,114
75,75,House,115
75,75,Senate,1
75,75,Senate,16
75,75,Senate,18
75,75,Senate,19
75,75,Senate,127
75,75,Senate,128
75,75,Senate,129
75,75,Senate,130
75,75,Senate,147
75,75,Senate,148
102,102,House,6
102,102,House,7
102,102,House,8
102,102,House,9
102,102,House,10
102,102,House,14
102,102,House,25
102,102,House,28
102,102,House,34
102,102,House,43
102,102,House,44
102,102,House,45
102,102,House,46
102,102,House,56
102,102,House,60
102,102,House,81
102,102,House,90
102,102,House,91
102,102,House,116
102,102,House,139
102,102,House,174
102,102,House,175
102,102,House,179
102,102,House,196
102,102,House,198
102,102,House,221
102,102,House,228
102,102,House,250
102,102,House,275
102,102,House,316
102,102,House,340
102,102,House,341
102,102,House,385
102,102,House,394
102,102,House,395
102,102,House,396
102,102,House,420
102,102,House,421
102,102,House,422
102,102,House,703
102,102,House,865
102,102,House,875
102,102,House,876
102,102,House,883
102,102,House,896
102,102,Senate,2
102,102,Senate,3
102,102,Senate,6
102,102,Senate,8
102,102,Senate,17
102,102,Senate,27
102,102,Senate,28
102,102,Senate,29
102,102,Senate,31
102,102,Senate,36
102,102,Senate,49
102,102,Senate,50
102,102,Senate,61
102,102,Senate,62
102,102,Senate,142
102,102,Senate,143
102,102,Senate,147
102,102,Senate,148
102,102,Senate,149
102,102,Senate,150
102,102,Senate,151
102,102,Senate,152
102,102,Senate,153
102,102,Senate,157
102,102,Senate,168
102,102,Senate,169
102,102,Senate,170
102,102,Senate,171
102,102,Senate,172
102,102,Senate,173
102,102,Senate,174
102,102,Senate,176
102,102,Senate,178
102,102,Senate,192
102,102,Senate,209
102,102,Senate,211
102,102,Senate,217
102,102,Senate,225
102,102,Senate,274
102,102,Senate,275
102,102,Senate,276
102,102.5,Senate,291
102,102.5,Senate,311
102,102.5,Senate,332
102,102.5,Senate,343
102,102.5,Senate,347
102,102.5,Senate,349
102,102.5,Senate,350
102,102.5,Senate,353
102,102.5,Senate,384
102,102.5,Senate,418
102,102.5,Senate,420
102,102.5,Senate,422
102,102.5,Senate,423
102,102.5,Senate,427
102,102.5,Senate,428
102,102.5,Senate,462
102,102.5,Senate,464
102,102.5,Senate,465
102,102.5,Senate,466
102,102.5,Senate,496
102,102.5,Senate,497
102,102.5,Senate,503
102,102.5,Senate,509
102,102.5,Senate,532
102,102.5,Senate,535
102,102.5,Senate,536
74,74,House,33
74,74,House,35
74,74,House,36
74,74,House,40
74,74,House,48
74,74,House,49
74,74,House,56
74,74,House,57
74,74,House,94
74,74,House,102
74,74,House,103
74,74,House,104
74,74,House,140
74,74,House,141
74,74,House,182
74,74,Senate,2
74,74,Senate,3
74,74,Senate,4
74,74,Senate,5
74,74,Senate,6
74,74,Senate,7
74,74,Senate,9
74,74,Senate,17
74,74,Senate,18
74,74,Senate,19
74,74,Senate,22
74,74,Senate,67
74,74,Senate,70
74,74,Senate,100
74,74,Senate,129
74,74,Senate,146
74,74,Senate,159
74,74,Senate,169
